term,replacement
Recalcitrant seed,Recalcitrant seed
Hard seed,Hard seed
Semenogelase,Semenogelase
EC 3−4−21−77,Semenogelase
γ-Seminoprotein,Semenogelase
Seminin,Semenogelase
EC 3.4.21.77,Semenogelase
Six monthly,Six monthly
Semiautomatic,Semiautomatic
Semibalanus balanoides,Semibalanus balanoides
Semicaptivity,Semicaptivity
Semicarbazide polymer,Semicarbazide polymer
Semicarbazides,Semicarbazides
Semicarbazones,Semicarbazones
Char,Char
Semiconductor materials,Semiconductor materials
Semiconductor,Semiconductor materials
Compensated semiconductor,Compensated semiconductor
Degenerate semiconductor,Degenerate semiconductor
Degenerate semiconductor materials,Degenerate semiconductor
Extrinsic semiconductor,Extrinsic semiconductor
Intrinsic semiconductor,Intrinsic semiconductor
Magnetic semiconductor,Magnetic semiconductor
Multivalley semiconductor,Multivalley semiconductor
Non degenerate semiconductor,Non degenerate semiconductor
Polar semiconductor,Polar semiconductor
Semimagnetic semiconductor,Semimagnetic semiconductor
Diluted magnetic semiconductor,Semimagnetic semiconductor
n type semiconductor,n type semiconductor
n type conductor,n type semiconductor
«n» type semiconductor,n type semiconductor
p type semiconductor,p type semiconductor
p type conductor,p type semiconductor
«p» type semiconductor,p type semiconductor
Semiconductivity,Semiconductivity
Semidione,Semidione
Molecular semiflexibility,Molecular semiflexibility
Semifluidization,Semifluidization
Semigroup,Semigroup
Lunate bone,Lunate bone
Semimartingale,Semimartingale
Semimetal,Semimetal
Seminoma,Seminoma
Semiology,Semiology
Semiotics,Semiotics
Semipermeability,Semipermeability
Semiquinone,Semiquinone
Semirigid,Semirigid
Sowing,Sowing
Direct sowing,Direct sowing
Semitrichodina,Semitrichodina
Semitrichodina sphaeronuclea,Semitrichodina sphaeronuclea
Semmelwurst,Semmelwurst
Seed drill,Seed drill
Semorphone,Semorphone
Semotiadil,Semotiadil
Semotilus atromaculatus,Semotilus atromaculatus
Cereal semolina,Cereal semolina
Semparatide,Semparatide
Semustine,Semustine
Senecio,Senecio
Senecio jacobaea,Senecio jacobaea
Senecio vulgaris,Senecio vulgaris
Senegal,Senegal
Senescence,Senescence
Senility,Senility
Senior Apperception Test,Senior Apperception Test
Senior syndrome,Senior syndrome
Senna alexandrina,Senna alexandrina
Cassia acutifolia,Senna alexandrina
Cassia senna,Senna alexandrina
Longitudinal direction,Longitudinal direction
Transverse direction,Transverse direction
Sensation,Sensation
Sensation Seeking Scale Feij van Zuilen,Sensation Seeking Scale Feij van Zuilen
Sensation Seeking Scale Zuckerman,Sensation Seeking Scale Zuckerman
Sensation Seeking Scale  Zuckerman,Sensation Seeking Scale Zuckerman
Sensitizer,Sensitizer
Sensitization,Sensitization
Group sensitization,Group sensitization
Photographic sensitization,Photographic sensitization
Sensitizing protection,Sensitizing protection
Spectral sensitization,Spectral sensitization
Sensitivity,Sensitivity
Multiple chemical sensitivity,Multiple chemical sensitivity
Cutaneous sensitivity,Cutaneous sensitivity
Dentin sensitivity,Dentin sensitivity
Pain sensitivity,Pain sensitivity
High sensitivity,High sensitivity
Low sensitivity,Low sensitivity
Crack susceptibility,Crack susceptibility
Impact sensitivity,Impact sensitivity
Parametric sensitivity,Parametric sensitivity
Photographic sensitivity,Photographic sensitivity
Deep sensitivity,Deep sensitivity
Sensitivity resistance,Sensitivity resistance
Spectral sensitivity,Spectral sensitivity
Tactile sensitivity,Tactile sensitivity
Quench cracking sensibility,Quench cracking sensibility
Thermal sensitivity,Thermal sensitivity
Quench sensitivity,Quench sensitivity
Strain rate sensitivity,Strain rate sensitivity
Sensilla,Sensilla
Basiconic sensilla,Basiconic sensilla
Campaniform sensilla,Campaniform sensilla
Chordotonal organ,Chordotonal organ
Coeloconic sensilla,Coeloconic sensilla
Placoid sensilla,Placoid sensilla
Trichoid sensilla,Trichoid sensilla
Sensing Intuition Scale,Sensing Intuition Scale
Sensitin,Sensitin
Sensitin PPD,Sensitin PPD
Photographic sensitometry,Photographic sensitometry
Sensorimotor Development Scale Uzgiris Hun,Sensorimotor Development Scale Uzgiris Hun
Sensorium Test Maudsley,Sensorium Test Maudsley
Sensory Motor Survey Porac Coren,Sensory Motor Survey Porac Coren
Sensory Suggestibility Scale Gheorghiu Reyher,Sensory Suggestibility Scale Gheorghiu Reyher
Sentence Completion and Antonyms,Sentence Completion and Antonyms
Sentence Completion Figure Drawing,Sentence Completion Figure Drawing
Sentence Completion Scale Miner,Sentence Completion Scale Miner
Sentence Completion Test Loevinger,Sentence Completion Test Loevinger
Sentence Comprehension Test,Sentence Comprehension Test
Sentence Repetition Test Mehrabian,Sentence Repetition Test Mehrabian
Sentence Repetition Test Spreen Benton,Sentence Repetition Test Spreen Benton
Sentence Verification Test,Sentence Verification Test
Seocalcitol,Seocalcitol
Separability,Separability
Separator,Separator
Cyclone separator,Cyclone separator
Water steam separator,Water steam separator
Beam splitter,Beam splitter
Isotope separator,Isotope separator
Mode splitter,Mode splitter
Particle separator,Particle separator
Pneumatic separator,Pneumatic separator
Superheater separator,Superheater separator
Thermal separator,Thermal separator
Separation,Separation
Separation Anxiety Test Hansburg,Separation Anxiety Test Hansburg
Charge separation,Charge separation
Electrical separation,Electrical separation
Electromagnetic separation,Electromagnetic separation
Electrostatic separation,Electrostatic separation
Gravity separation,Gravity separation
Separation individuation,Separation individuation
Separation Individuation Test of Adolescence Levine et al,Separation Individuation Test of Adolescence Levine et al
Isotope separation,Isotope separation
Magnetic separation,Magnetic separation
Low intensity magnetic separation,Low intensity magnetic separation
High intensity magnetic separation,High intensity magnetic separation
Mass separation,Mass separation
Mechanical separation,Mechanical separation
Maternal separation,Maternal separation
Dense medium separation,Dense medium separation
Membrane separation,Membrane separation
Particle separation,Particle separation
Phase separation,Phase separation
Physical separation,Physical separation
Pneumatic separation,Pneumatic separation
Solid liquid separation,Solid liquid separation
Thermal separation,Thermal separation
Separatrix,Separatrix
Sephadex,Sephadex
Sepia officinalis,Sepia officinalis
Sepiapterin deaminase,Sepiapterin deaminase
EC 3−5−4−24,Sepiapterin deaminase
EC 3.5.4.24,Sepiapterin deaminase
Sepiapterin reductase,Sepiapterin reductase
EC 1−1−1−153,Sepiapterin reductase
EC 1.1.1.153,Sepiapterin reductase
Sepimostat,Sepimostat
Sepiolite,Sepiolite
Seprilose,Seprilose
Seproxetine,Seproxetine
Sepsidae,Sepsidae
Septate junction,Septate junction
Septicemia,Septicemia
Hemorrhagic septicemia,Hemorrhagic septicemia
Rainbow trout viral hemorrhagic septicemia,Rainbow trout viral hemorrhagic septicemia
Septicopyemia,Septicopyemia
Sepsis syndrome,Sepsis syndrome
Septoria,Septoria
Septoria apiicola,Septoria apiicola
Septoria bromi,Septoria bromi
Septoria glycines,Septoria glycines
Septoria humuli,Septoria humuli
Septoria linicola,Septoria linicola
Septoria lycopersici,Septoria lycopersici
Septoria tritici,Septoria tritici
Septotomy,Septotomy
Interatrial septotomy,Interatrial septotomy
Septum,Septum
Interdental septum,Interdental septum
Septum lucidum,Septum lucidum
Sequencing,Sequencing
Sequence,Sequence
3′ terminal-Sequence,3′ terminal-Sequence
«3′ terminal»-Sequence,3′ terminal-Sequence
5′ terminal-Sequence,5′ terminal-Sequence
«5′ terminal»-Sequence,5′ terminal-Sequence
Enhancer sequence,Enhancer sequence
Flanking sequence,Flanking sequence
Alu sequence,Alu sequence
Aminoacid sequence,Aminoacid sequence
Upstream sequence,Upstream sequence
Binary sequence,Binary sequence
C terminal-Sequence,C terminal-Sequence
«C terminal»-Sequence,C terminal-Sequence
Charging sequence,Charging sequence
Overlapping sequence,Overlapping sequence
Behavioral sequence,Behavioral sequence
Consensus sequence,Consensus sequence
Conserved sequence,Conserved sequence
COSY sequence,COSY sequence
DEPT sequence,DEPT sequence
Mobile dispersed sequence,Mobile dispersed sequence
High repeated sequence,High repeated sequence
Homeobox sequence,Homeobox sequence
Image sequence,Image sequence
Pulse sequence,Pulse sequence
INADEQUATE sequence,INADEQUATE sequence
INEPT sequence,INEPT sequence
Leader sequence,Leader sequence
LTR sequence,LTR sequence
Intermediate repeated sequence,Intermediate repeated sequence
N terminal-Sequence,N terminal-Sequence
«N terminal»-Sequence,N terminal-Sequence
Non coding sequence,Non coding sequence
Untranslated sequence,Non coding sequence
Nucleotide sequence,Nucleotide sequence
Palindromic sequence,Palindromic sequence
Laying order,Laying order
Regulatory sequence,Regulatory sequence
Repeated sequence,Repeated sequence
Interspersed repeated sequence,Interspersed repeated sequence
Tandemly repeated sequence,Tandemly repeated sequence
Clustered repeated sequence,Clustered repeated sequence
Inverted repeated sequence,Inverted repeated sequence
Terminal repeated sequence,Terminal repeated sequence
AT rich sequence,AT rich sequence
GC rich sequence,GC rich sequence
SEMUT sequence,SEMUT sequence
Welding sequence,Welding sequence
Stimulus sequence,Stimulus sequence
Unique sequence,Unique sequence
Sequenced Inventory of Communication Development,Sequenced Inventory of Communication Development
Sequencer,Sequencer
Sequential,Sequential
Complexing agent,Complexing agent
Pulmonary sequestration,Pulmonary sequestration
Extralobar pulmonary sequestration,Extralobar pulmonary sequestration
Intralobar pulmonary sequestration,Intralobar pulmonary sequestration
Sequestration in spleen,Sequestration in spleen
Sequifenadine,Sequifenadine
Sequiviridae,Sequiviridae
Sequivirus,Sequivirus
Sequoia sempervirens,Sequoia sempervirens
California redwood,Sequoia sempervirens
Redwood,Sequoia sempervirens
Coast redwood,Sequoia sempervirens
Sequoiadendron giganteum,Sequoiadendron giganteum
Sequoia gigantea,Sequoiadendron giganteum
Sierra redwood,Sequoiadendron giganteum
Big tree,Sequoiadendron giganteum
California big tree,Sequoiadendron giganteum
Mammoth tree,Sequoiadendron giganteum
Sequoyitol dehydrogenase,Sequoyitol dehydrogenase
EC 1−1−1−143,Sequoyitol dehydrogenase
EC 1.1.1.143,Sequoyitol dehydrogenase
Seractide,Seractide
Seratrodast,Seratrodast
Serazapine,Serazapine
Serbia,Serbia
Serbocroatian,Serbocroatian
Serous membrane,Serous membrane
Serfibrate,Serfibrate
Sergentomyia,Sergentomyia
Sergolexole,Sergolexole
Seriation,Seriation
Sericulture,Sericulture
Sericotes holosericeus,Sericotes holosericeus
Sericothrips occipitalis,Sericothrips occipitalis
Random series,Random series
Dirichlet series,Dirichlet series
Double series,Double series
Power series,Power series
Formal series,Formal series
Fourier series,Fourier series
Homologous series,Homologous series
Hypergeometric series,Hypergeometric series
Isoelectronic sequence,Isoelectronic sequence
Laguerre series,Laguerre series
Legendre series,Legendre series
Mathematical series,Mathematical series
Neumann series,Neumann series
Overturned series,Overturned series
Taylor series,Taylor series
Time series,Time series
Trigonometric series,Trigonometric series
Volterra series,Volterra series
Serigraphy,Serigraphy
Serine,Serine
Serine C-palmitoyltransferase,Serine C-palmitoyltransferase
EC 2−3−1−50,Serine C-palmitoyltransferase
Serine palmitoyltransferase,Serine C-palmitoyltransferase
EC 2.3.1.50,Serine C-palmitoyltransferase
Serine dehydrogenase,Serine dehydrogenase
EC 1−4−1−7,Serine dehydrogenase
EC 1.4.1.7,Serine dehydrogenase
Serine-ethanolaminephosphate phosphodiesterase,Serine-ethanolaminephosphate phosphodiesterase
EC 3−1−4−13,Serine-ethanolaminephosphate phosphodiesterase
EC 3.1.4.13,Serine-ethanolaminephosphate phosphodiesterase
Serine-glyoxylate transaminase,Serine-glyoxylate transaminase
EC 2−6−1−45,Serine-glyoxylate transaminase
Serine-glyoxylate aminotransferase,Serine-glyoxylate transaminase
EC 2.6.1.45,Serine-glyoxylate transaminase
Serine O-acetyltransferase,Serine O-acetyltransferase
EC 2−3−1−30,Serine O-acetyltransferase
Serine acetyltransferase,Serine O-acetyltransferase
EC 2.3.1.30,Serine O-acetyltransferase
Serine-phosphoethanolamine synthase,Serine-phosphoethanolamine synthase
EC 2−7−8−4,Serine-phosphoethanolamine synthase
EC 2.7.8.4,Serine-phosphoethanolamine synthase
Serine-pyruvate transaminase,Serine-pyruvate transaminase
EC 2−6−1−51,Serine-pyruvate transaminase
Serine-pyruvate aminotransferase,Serine-pyruvate transaminase
EC 2.6.1.51,Serine-pyruvate transaminase
Serine-sulfate ammonia-lyase,Serine-sulfate ammonia-lyase
EC 4−3−1−10,Serine-sulfate ammonia-lyase
Serinesulphate ammonia-lyase,Serine-sulfate ammonia-lyase
EC 4.3.1.10,Serine-sulfate ammonia-lyase
Serine-tRNA ligase,Serine-tRNA ligase
EC 6−1−1−11,Serine-tRNA ligase
Seryl-tRNA synthetase,Serine-tRNA ligase
EC 6.1.1.11,Serine-tRNA ligase
Serine-type D-Ala-D-Ala carboxypeptidase,Serine-type D-Ala-D-Ala carboxypeptidase
EC 3−4−16−4,Serine-type D-Ala-D-Ala carboxypeptidase
DD-Peptidase,Serine-type D-Ala-D-Ala carboxypeptidase
D-Alanyl-D-alanine-carboxypeptidase,Serine-type D-Ala-D-Ala carboxypeptidase
EC 3.4.16.4,Serine-type D-Ala-D-Ala carboxypeptidase
Syringe,Syringe
Serinus canaria,Serinus canaria
Seriography,Seriography
Seriola quinqueradiata,Seriola quinqueradiata
Seriousness of Illness Rating Scale,Seriousness of Illness Rating Scale
Sermetacin,Sermetacin
Sermorelin,Sermorelin
Serogroup,Serogroup
Serology,Serology
Seromucoid,Seromucoid
Seronegativity,Seronegativity
Seropositivity,Seropositivity
Serotonin,Serotonin
Serotonin syndrome,Serotonin syndrome
Serotype,Serotype
Serotyping,Serotyping
Serpentine,Serpentine
Serpentinite,Serpentinite
Brachyspira,Brachyspira
Serpulina,Brachyspira
Brachyspira hyodysenteriae,Brachyspira hyodysenteriae
Treponema hyodysenteriae,Brachyspira hyodysenteriae
Serpula hyodysenteriae,Brachyspira hyodysenteriae
Serpulina hyodysenteriae,Brachyspira hyodysenteriae
Brachyspira pilosicoli,Brachyspira pilosicoli
Serpulina pilosicoli,Brachyspira pilosicoli
Joint clamping,Joint clamping
Concrete compaction,Concrete compaction
Roll screw down,Roll screw down
Moulding material compaction,Moulding material compaction
Serralysin,Serralysin
EC 3−4−24−40,Serralysin
Pseudomonas aeruginosa alkaline proteinase,Serralysin
Escherichia freundii proteinase,Serralysin
Serratia marcescens extracellular proteinase,Serralysin
EC 3.4.24.40,Serralysin
Serrapeptase,Serrapeptase
Serratiopeptidase,Serrapeptase
Serratia,Serratia
Serratia indica,Serratia indica
Micrococcus indicus,Serratia indica
Serratia liquefaciens,Serratia liquefaciens
Enterobacter liquefaciens,Serratia liquefaciens
Serratia marcescens,Serratia marcescens
Serratia marcescens nuclease,Serratia marcescens nuclease
EC 3−1−30−2,Serratia marcescens nuclease
Endonuclease (Serratia marcescens),Serratia marcescens nuclease
EC 3.1.30.2,Serratia marcescens nuclease
Serratia marinorubra,Serratia marinorubra
